CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Status,Impact,Urgency,Priority,number_cnt,Category,KB_number,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,Related_Change
SUB000456,subapplication,"Web Based Application",WBS000073,IM0015253,Closed,4,4,4,0.534168149,incident,KM0001179,closed,0,"20-11-2013 11:16",,"21-11-2013 11:17","21-11-2013 11:17","1,41,63,88,889","No error - works as designed",1,SD0043430,,,
SUB000424,subapplication,"Web Based Application",WBS000073,IM0015254,Closed,5,5,5,0.113335907,incident,KM0000703,closed,1,"20-11-2013 11:23",,"21-11-2013 15:14","21-11-2013 15:14","1,43,55,55,556",Other,1,SD0043433,,,
SAP000004,application,SAP,WBS000271,IM0015255,Closed,5,5,5,0.877551875,"request for information",KM0001269,closed,2,"20-11-2013 11:27",,"22-11-2013 07:37","22-11-2013 07:37","1,71,65,27,778",Other,1,SD0043437,,,
SBA000609,application,"Server Based Application",WBS000263,IM0015256,Closed,5,5,5,0.264411378,"request for information",KM0001825,closed,1,"20-11-2013 11:30",,"20-11-2013 14:35","20-11-2013 14:35","3,07,27,77,778",Other,1,SD0043436,,,
SUB000479,subapplication,"Web Based Application",WBS000015,IM0015257,Closed,4,4,4,0.97529822,incident,KM0000453,closed,0,"20-11-2013 11:36",,"21-11-2013 11:48","21-11-2013 11:48","1,06,96,66,667",Software,1,SD0043438,,,
SBA000189,application,"Server Based Application",WBS000139,IM0015258,Closed,5,5,5,0.327060661,incident,KM0001028,closed,1,"20-11-2013 11:42",,"21-11-2013 13:23","21-11-2013 13:23","8,63,97,22,222",Software,1,SD0043440,,,
SBA000607,application,"Server Based Application",WBS000263,IM0015259,Closed,5,5,5,0.529044668,incident,KM0001105,closed,1,"20-11-2013 12:21",,"21-11-2013 15:15","21-11-2013 15:16","1,34,09,16,667",Other,1,SD0043449,,,
DTA000057,application,"Desktop Application",WBS000094,IM0015260,Closed,5,5,5,0.556377261,incident,KM0001658,closed,0,"20-11-2013 12:33",,,"21-11-2013 15:59","13,94",Software,1,SD0043447,,,
WBA000058,application,"Web Based Application",WBS000073,IM0015261,Closed,4,4,4,0.986715469,incident,KM0000819,closed,0,"20-11-2013 12:36",,"20-11-2013 13:28","20-11-2013 13:28","0,866388889",Software,1,SD0043451,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015262,Closed,5,5,5,0.91625374,"request for information",KM0001807,closed,3,"20-11-2013 13:46",,"21-11-2013 16:55","21-11-2013 16:55","1,36,51,11,111",Other,1,SD0043773,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015263,Closed,5,5,5,0.921209245,"request for information",KM0001113,closed,0,"20-11-2013 14:23","22-11-2013 14:44","04-12-2013 15:13","04-12-2013 15:13","8,44,96,94,444",Other,2,#MULTIVALUE,,,
SUB000479,subapplication,"Web Based Application",WBS000015,IM0015264,Closed,4,4,4,0.550879805,incident,KM0000456,closed,0,"20-11-2013 14:29",,"21-11-2013 12:49","21-11-2013 12:49","8,83,77,77,778",Software,1,SD0043783,,,
LAP000529,computer,Laptop,WBS000091,IM0015265,Closed,5,5,5,0.042618452,incident,KM0001444,closed,3,"20-11-2013 14:34",,"26-11-2013 16:17","26-11-2013 16:18","4,37,32,77,778",Hardware,1,SD0043795,,,
SBA000805,application,"Server Based Application",WBS000016,IM0015266,Closed,NS,3,NA,0.232007397,incident,KM0000938,closed,0,"20-11-2013 14:35",,"20-11-2013 17:12","20-11-2013 17:12","2,61,69,44,444",Other,1,SD0043797,,,
WBA000018,application,"Web Based Application",WBS000073,IM0015267,Closed,4,4,4,0.689735662,incident,KM0000720,closed,0,"20-11-2013 14:40",,"20-11-2013 16:27","20-11-2013 16:27","1,79,41,66,667",Data,1,SD0043790,,,
SBA000259,application,"Server Based Application",WBS000040,IM0015268,Closed,4,4,4,0.473838016,incident,KM0000199,closed,0,"20-11-2013 14:48",,,"20-11-2013 16:28","1,67,38,88,889",Software,1,SD0043802,,,
SBA000689,application,"Server Based Application",WBS000228,IM0015269,Closed,5,5,5,0.404303571,"request for information",KM0000656,closed,0,"20-11-2013 15:08",,"20-11-2013 15:21","20-11-2013 15:22","0,22","No error - works as designed",1,SD0043806,,,
LAP001297,computer,Laptop,WBS000187,IM0015270,Closed,5,5,5,0.827351615,incident,KM0001447,closed,0,"20-11-2013 10:42",,"22-11-2013 08:35","22-11-2013 08:35","1,88,90,55,556",Hardware,1,SD0043290,,,
WBA000144,application,"Web Based Application",WBS000318,IM0015271,Closed,4,4,4,0.650228067,incident,KM0000846,closed,0,"20-11-2013 10:53",,"20-11-2013 11:37","20-11-2013 11:38","0,748333333",Other,1,SD0043298,,,
WBA000145,application,"Web Based Application",WBS000318,IM0015272,Closed,4,4,4,0.275028709,incident,KM0001416,closed,2,"20-11-2013 10:56",,"20-11-2013 15:30","20-11-2013 15:30","4,57,97,22,222",Software,1,SD0043302,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0015273,Closed,4,4,4,0.517383963,incident,KM0001179,closed,0,"20-11-2013 10:56",,"20-11-2013 14:25","20-11-2013 14:26","3,48,77,77,778",Software,1,SD0043296,,,
LAP001246,computer,Laptop,WBS000187,IM0015274,Closed,5,5,5,0.905302808,incident,KM0001447,closed,0,"20-11-2013 11:00",,"28-11-2013 08:53","28-11-2013 08:53","6,08,73,61,111",Hardware,1,SD0043300,,,
WBA000018,application,"Web Based Application",WBS000073,IM0015275,Closed,4,4,4,0.575132942,incident,KM0001609,closed,0,"20-11-2013 11:01",,"20-11-2013 12:19","20-11-2013 12:19","1,30,61,11,111",Other,1,SD0043304,,,
SBA000073,application,"Server Based Application",WBS000017,IM0015276,Closed,4,4,4,0.194660286,incident,KM0000094,closed,0,"20-11-2013 11:06",,"20-11-2013 12:15","20-11-2013 12:15","1,14,11,11,111",Data,1,SD0043303,,,
LAP000169,computer,Laptop,WBS000187,IM0015277,Closed,4,4,4,0.396889508,incident,KM0000966,closed,0,"20-11-2013 11:11",,"25-11-2013 16:05","25-11-2013 16:06","5,95,77,77,778",Data,1,SD0043309,,,
SAP000004,application,SAP,WBS000271,IM0015278,Closed,5,5,5,0.766167257,"request for information",KM0001264,closed,0,"20-11-2013 11:14",,"20-11-2013 11:19","20-11-2013 11:19","0,095833333",Other,1,SD0043525,,,
WBA000058,application,"Web Based Application",WBS000073,IM0015279,Closed,4,4,4,0.579671812,incident,KM0002043,closed,0,"20-11-2013 11:17",,"20-11-2013 11:59","20-11-2013 11:59","0,700555556",Other,1,SD0043523,,,
SUB000443,subapplication,"Web Based Application",WBS000125,IM0015280,Closed,5,5,5,0.737022647,incident,KM0001158,closed,0,"20-11-2013 11:25",,"20-11-2013 11:53","20-11-2013 11:53","0,471944444","No error - works as designed",1,SD0043532,,,
ADB000010,database,Database,WBS000239,IM0015281,Closed,3,3,3,0.886057188,incident,KM0000940,closed,2,"20-11-2013 11:29",,"20-11-2013 15:21","20-11-2013 15:22","3,87,63,88,889","User error",1,SD0043534,,,
SAP000004,application,SAP,WBS000271,IM0015282,Closed,5,5,5,0.285515514,"request for information",KM0001382,closed,2,"20-11-2013 11:36",,"20-11-2013 12:26","20-11-2013 12:26","0,847777778",Other,1,SD0043543,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0015283,Closed,4,4,4,0.01647823,incident,KM0001147,closed,1,"20-11-2013 11:38",,"20-11-2013 16:37","20-11-2013 16:37","4,98,41,66,667",Other,1,SD0043536,,,
WBA000060,application,"Web Based Application",WBS000073,IM0015284,Closed,4,4,4,0.076309492,incident,KM0001007,closed,0,"20-11-2013 11:49",,"20-11-2013 17:32","20-11-2013 17:32","57,075","User error",1,SD0043548,,,
SBA000805,application,"Server Based Application",WBS000016,IM0015285,Closed,3,3,3,0.793607804,incident,KM0000938,closed,1,"20-11-2013 11:57","21-11-2013 13:58",,"21-11-2013 13:58","1,25,27,77,778",Hardware,1,SD0043558,,,
SBA000659,application,"Server Based Application",WBS000128,IM0015286,Closed,4,4,4,0.344446636,incident,KM0002059,closed,0,"20-11-2013 11:58",,"20-11-2013 12:28","20-11-2013 12:28","0,485833333",Other,1,SD0043561,,,
SBA000607,application,"Server Based Application",WBS000263,IM0015287,Closed,4,4,4,0.872626672,incident,KM0000592,closed,2,"20-11-2013 11:59",,"20-11-2013 13:04","20-11-2013 13:04","1,07,77,77,778",Other,1,SD0043560,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015288,Closed,5,5,5,0.075696078,"request for information",KM0001112,closed,0,"20-11-2013 12:09",,"20-11-2013 12:12","20-11-2013 12:12","0,038333333",Other,1,SD0043552,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015289,Closed,5,5,5,0.368592285,"request for information",KM0001572,closed,4,"20-11-2013 12:16",,"13-01-2014 14:11","13-01-2014 14:11","3,69,40,88,889",Other,1,SD0043572,,,
SBA000189,application,"Server Based Application",WBS000139,IM0015290,Closed,5,5,5,0.13770417,incident,KM0001028,closed,2,"20-11-2013 12:25",,"25-11-2013 10:56","25-11-2013 10:56","3,00,05,27,778",Software,1,SD0043574,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015291,Closed,5,5,5,0.547192965,"request for information",KM0001112,closed,0,"20-11-2013 12:35",,"20-11-2013 12:45","20-11-2013 12:45","0,176666667",Other,1,SD0043578,,,
SUB000479,subapplication,"Web Based Application",WBS000015,IM0015292,Closed,4,4,4,0.255292004,incident,KM0000453,closed,0,"20-11-2013 12:43",,"21-11-2013 11:49","21-11-2013 11:50","9,61,22,22,222",Software,1,SD0043577,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015293,Closed,5,5,5,0.314215705,"request for information",KM0001112,closed,0,"20-11-2013 12:48",,"20-11-2013 12:51","20-11-2013 12:51","0,043333333",Other,1,SD0043585,,,
SBA000689,application,"Server Based Application",WBS000228,IM0015294,Closed,5,5,5,0.35856755,"request for information",KM0000656,closed,0,"20-11-2013 12:51",,"20-11-2013 13:00","20-11-2013 13:00","0,15","No error - works as designed",1,SD0043588,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015295,Closed,5,5,5,0.473374246,"request for information",KM0001103,closed,0,"20-11-2013 12:52",,"20-11-2013 12:55","20-11-2013 12:55","0,0425",Other,1,SD0043589,,,
SBA000017,application,"Server Based Application",WBS000099,IM0015296,Closed,3,3,3,0.24978583,incident,KM0000480,closed,0,"20-11-2013 13:12",,,"20-11-2013 13:16","0,055277778","User error",1,SD0043830,,,
WBA000018,application,"Web Based Application",WBS000073,IM0015297,Closed,4,4,4,0.155623686,incident,KM0001914,closed,0,"20-11-2013 13:13",,"20-11-2013 14:01","20-11-2013 14:02","0,820277778",Other,1,SD0043597,,,
SBA000018,application,"Server Based Application",WBS000005,IM0015298,Closed,4,4,4,0.695230852,incident,KM0000026,closed,1,"20-11-2013 13:19",,"22-11-2013 13:13","22-11-2013 13:14","2,09,175",Software,1,SD0043596,,,
SBA000017,application,"Server Based Application",WBS000099,IM0015299,Closed,4,4,4,0.02709539,incident,KM0000224,closed,0,"20-11-2013 13:33",,"20-11-2013 15:55","20-11-2013 15:55","2,36,77,77,778","User error",1,SD0043831,,,
SBA000607,application,"Server Based Application",WBS000263,IM0015300,Closed,5,5,5,0.043477984,incident,KM0001106,closed,3,"20-11-2013 13:48",,"25-11-2013 10:37","25-11-2013 10:37","2,83,29,72,222",Other,1,SD0043843,,,
SBA000805,application,"Server Based Application",WBS000016,IM0015301,Closed,NS,3,NA,0.037991968,incident,KM0000938,closed,0,"20-11-2013 13:48",,"20-11-2013 13:49","20-11-2013 13:50","0,033888889",Other,1,SD0043840,,,
SUB000479,subapplication,"Web Based Application",WBS000015,IM0015302,Closed,4,4,4,0.564485606,incident,KM0000453,closed,0,"20-11-2013 13:55",,"21-11-2013 11:51","21-11-2013 11:51","8,42,66,66,667",Software,1,SD0043837,,,
DTA000056,application,"Desktop Application",WBS000091,IM0015303,Closed,NS,3,NA,0.658701903,incident,KM0001012,closed,0,"20-11-2013 14:06",,"20-11-2013 14:49","20-11-2013 14:49","0,725833333",Software,1,SD0043850,,,
SAN000182,storage,SAN,WBS000128,IM0015304,Closed,5,5,5,0.241182043,"request for information",KM0000939,closed,0,"20-11-2013 14:17",,,"20-11-2013 17:00","2,71,41,66,667",Software,1,SD0043859,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0015305,Closed,4,4,4,0.704312787,incident,KM0000741,closed,4,"20-11-2013 14:18",,"30-01-2014 09:13","30-01-2014 09:14","498,93",Other,1,SD0043855,,,
SBA000759,application,"Server Based Application",WBS000296,IM0015306,Closed,5,5,5,0.450244494,"request for information",KM0001032,closed,3,"20-11-2013 14:20",,"21-11-2013 18:13","21-11-2013 18:13","1,41,55,55,556",Inquiry,1,SD0043864,,,
WBA000018,application,"Web Based Application",WBS000073,IM0015307,Closed,4,4,4,0.674608241,incident,KM0000720,closed,11,"20-11-2013 14:30",,"09-12-2013 16:49","09-12-2013 16:49","1,38,04,11,111",Software,1,SD0043868,,,
LAP001376,computer,Laptop,WBS000091,IM0015308,Closed,5,5,5,0.142454894,incident,KM0001444,closed,4,"20-11-2013 14:46",,"05-12-2013 16:08","05-12-2013 16:08","3,07,125",Software,1,SD0043877,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015309,Closed,5,5,5,0.701021242,"request for information",KM0000244,closed,2,"20-11-2013 11:28",,"22-11-2013 12:10","22-11-2013 12:10","2,17,14,44,444",Other,1,SD0043488,,,
SBA000458,application,"Server Based Application",WBS000073,IM0015310,Closed,5,5,5,0.261939085,incident,KM0001542,closed,0,"20-11-2013 11:35",,"21-11-2013 08:12","21-11-2013 08:12","7,11,72,22,222",Software,1,SD0043477,,,
SBA000607,application,"Server Based Application",WBS000263,IM0015311,Closed,5,5,5,0.602520936,incident,KM0001106,closed,15,"20-11-2013 11:47",,"20-12-2013 13:21","20-12-2013 13:21","2,32,56,22,222",Other,1,SD0043496,,,
SBA000462,application,"Server Based Application",WBS000073,IM0015312,Closed,4,4,4,0.960121678,incident,KM0001774,closed,0,"20-11-2013 11:56",,"21-11-2013 08:55","21-11-2013 08:55","3,21,36,11,111","No error - works as designed",1,SD0043499,,,
SBA000609,application,"Server Based Application",WBS000263,IM0015313,Closed,5,5,5,0.274338767,"request for information",KM0001825,closed,0,"20-11-2013 12:02",,"20-11-2013 13:07","20-11-2013 13:07","1,07,47,22,222",Questions,1,SD0043502,,,
LAP001419,computer,Laptop,WBS000091,IM0015314,Closed,4,3,3,0.342291198,incident,KM0001955,closed,11,"20-11-2013 12:18",,"16-12-2013 14:15","16-12-2013 14:15","5,96,60,27,778","No error - works as designed",1,SD0043506,,,
SBA000394,application,"Server Based Application",WBS000185,IM0015315,Closed,3,3,3,0.214131425,incident,KM0000384,closed,0,"20-11-2013 12:18",,"20-11-2013 17:27","20-11-2013 17:27","5,145","User error",1,SD0043507,,,
SBA000088,application,"Server Based Application",WBS000017,IM0015316,Closed,4,4,4,0.272860551,incident,KM0000096,closed,0,"20-11-2013 12:19",,"20-11-2013 14:39","20-11-2013 14:39","0,521666667","User error",1,SD0043505,,,
SUB000443,subapplication,"Web Based Application",WBS000125,IM0015317,Closed,5,5,5,0.203306285,incident,KM0001158,closed,0,"20-11-2013 12:36",,"21-11-2013 07:13","21-11-2013 07:13","5,38,38,88,889","No error - works as designed",1,SD0043511,,,
SBA000805,application,"Server Based Application",WBS000016,IM0015318,Closed,3,3,3,0.725110962,incident,KM0000938,closed,0,"20-11-2013 12:44",,"20-11-2013 12:45","20-11-2013 12:45","0,022777778",Other,1,SD0043515,,,
SAP000005,application,SAP,WBS000271,IM0015319,Closed,5,5,5,0.675331246,"request for information",KM0001572,closed,2,"20-11-2013 13:00",,"20-11-2013 13:47","20-11-2013 13:47","0,791111111",Other,1,SD0043682,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015320,Closed,5,5,5,0.376841368,"request for information",KM0001114,closed,0,"20-11-2013 13:04",,"20-11-2013 13:16","20-11-2013 13:16","0,206388889",Other,1,SD0043685,,,
SBA000360,application,"Server Based Application",WBS000073,IM0015321,Closed,5,5,5,0.944628025,incident,KM0001965,closed,0,"20-11-2013 13:06",,,"04-12-2013 10:49","2,75,10,55,556",Software,1,SD0043687,,1,C00008222
SUB000505,subapplication,"Web Based Application",WBS000162,IM0015322,Closed,4,4,4,0.960932639,incident,KM0000555,closed,0,"20-11-2013 13:08",,"20-11-2013 14:27","20-11-2013 14:28","1,32,77,77,778","No error - works as designed",1,SD0043690,,,
SUB000535,subapplication,"Web Based Application",WBS000066,IM0015323,Closed,4,4,4,0.147381181,incident,KM0000931,closed,2,"20-11-2013 13:11",,"22-11-2013 15:32","22-11-2013 15:32","2,29,04,16,667",Software,1,SD0043691,,,
SBA000227,application,"Server Based Application",WBS000039,IM0015324,Closed,5,5,5,0.631429731,incident,KM0000190,closed,4,"20-11-2013 13:12",,"27-11-2013 12:57","27-11-2013 12:57","3,54,30,55,556",Software,1,SD0043693,,,
WBA000044,application,"Web Based Application",WBS000037,IM0015325,Closed,3,3,3,0.703320273,incident,KM0000286,closed,0,"20-11-2013 13:13",,"20-11-2013 14:57","20-11-2013 15:11","1,96,16,66,667",Other,1,SD0043694,,,
WBA000128,application,"Web Based Application",WBS000002,IM0015326,Closed,4,4,4,0.34700148,incident,KM0000687,closed,0,"20-11-2013 13:16",,"27-11-2013 09:56","27-11-2013 09:57","0,322222222","No error - works as designed",1,SD0043695,,,
SBA000054,application,"Server Based Application",WBS000013,IM0015327,Closed,5,5,5,0.617885884,"request for information",KM0000054,closed,0,"20-11-2013 13:19",,"20-11-2013 15:22","20-11-2013 15:22","1,98,33,33,333","User error",1,SD0043698,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015328,Closed,5,5,5,0.621722688,"request for information",KM0001108,closed,0,"20-11-2013 13:19",,"20-11-2013 13:21","20-11-2013 13:21","0,032777778",Other,1,SD0043699,,,
SBA000782,application,"Server Based Application",WBS000043,IM0015329,Closed,2,2,2,0.100294249,incident,KM0001762,closed,0,"20-11-2013 13:20",,"20-11-2013 15:01","20-11-2013 15:01","1,69,77,77,778",Other,1,SD0043702,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015330,Closed,5,5,5,0.891330099,"request for information",KM0001113,closed,0,"20-11-2013 13:24",,"20-11-2013 13:47","20-11-2013 13:48","0,386944444",Other,1,SD0043706,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0015331,Closed,4,4,4,0.332557571,incident,KM0001179,closed,0,"20-11-2013 13:28",,"20-11-2013 14:12","20-11-2013 14:12","0,7425","Operator error",1,SD0043704,,,
SUB000113,subapplication,"Server Based Application",WBS000095,IM0015332,Closed,5,5,5,0.889287564,"request for information",KM0000225,closed,0,"20-11-2013 13:28",,"20-11-2013 16:30","20-11-2013 16:30","3,045","User error",1,SD0043707,,,
SBA000074,application,"Server Based Application",WBS000152,IM0015333,Closed,5,5,5,0.654607331,incident,KM0001792,closed,1,"20-11-2013 13:34",,"25-11-2013 14:09","25-11-2013 14:09","3,20,73,61,111",Unknown,1,SD0043709,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015334,Closed,5,5,5,0.681285439,"request for information",KM0001113,closed,0,"20-11-2013 13:36",,"20-11-2013 13:37","20-11-2013 13:37","0,013333333",Other,1,SD0043712,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015335,Closed,5,5,5,0.124007781,"request for information",KM0000244,closed,4,"20-11-2013 13:44","25-11-2013 11:20","25-11-2013 15:57","25-11-2013 15:57","2,40,46,94,444",Other,2,#MULTIVALUE,,,
WBA000011,application,"Web Based Application",WBS000152,IM0015336,Closed,5,5,5,0.705518977,incident,KM0000075,closed,9,"20-11-2013 13:50",,"26-11-2013 15:51","26-11-2013 15:52","3,79,44,72,222",Software,1,SD0043714,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015337,Closed,5,5,5,0.438715358,"request for information",KM0001114,closed,0,"20-11-2013 13:53",,"20-11-2013 13:56","20-11-2013 13:56","0,043333333",Other,1,SD0043730,,,
SBA000607,application,"Server Based Application",WBS000263,IM0015338,Closed,4,4,4,0.367830613,incident,KM0001106,closed,7,"20-11-2013 13:57",,"01-12-2013 09:11","01-12-2013 09:11","7,75,37,77,778",Other,1,SD0043729,,,
WBA000058,application,"Web Based Application",WBS000073,IM0015339,Closed,4,4,4,0.997889445,incident,KM0002043,closed,0,"20-11-2013 14:01",,"20-11-2013 16:17","20-11-2013 16:17","2,25,72,22,222",Software,1,SD0043736,,,
SBA000805,application,"Server Based Application",WBS000016,IM0015340,Closed,3,3,3,0.865636054,incident,KM0000938,closed,1,"20-11-2013 14:02","21-11-2013 13:59",,"21-11-2013 13:59","1,04,58,88,889",Hardware,1,SD0043735,,,
